Range_Name,Buying,Weekly,Monthly,Dial Code,len,Number_Format,Number_Format_Length,diff,Range_Start,Range_End
Belarus AT102,0.14,0.1,0.12,37573342,8,375XXXXXXXX,11,3,37573342000,37573342999
Belarus AT103,0.14,0.1,0.12,37573484,8,375XXXXXXXX,11,3,37573484000,37573484999
Belarus AT104,0.14,0.1,0.12,37573549,8,375XXXXXXXX,11,3,37573549000,37573549999
Belarus AT105,0.14,0.1,0.12,37573671,8,375XXXXXXXX,11,3,37573671000,37573671999
Belarus AT106,0.14,0.1,0.12,37573712,8,375XXXXXXXX,11,3,37573712000,37573712999
Belarus AT107,0.14,0.1,0.12,37573829,8,375XXXXXXXX,11,3,37573829000,37573829999
Belarus AT108,0.14,0.1,0.12,37573932,8,375XXXXXXXX,11,3,37573932000,37573932999
Belarus AT111,0.14,0.1,0.12,37574123,8,375XXXXXXXX,11,3,37574123000,37574123999
Belarus AT112,0.14,0.1,0.12,37574265,8,375XXXXXXXX,11,3,37574265000,37574265999
Belarus AT113,0.14,0.1,0.12,37574317,8,375XXXXXXXX,11,3,37574317000,37574317999
Belarus AT114,0.14,0.1,0.12,37574412,8,375XXXXXXXX,11,3,37574412000,37574412999
Belarus AT115,0.14,0.1,0.12,37586097,8,375XXXXXXXX,11,3,37586097000,37586097999
Burkina Faso AT21,0.15,0.11,0.13,2262241,7,226XXXXXXXX,11,4,22622410000,22622419999
Burkina Faso AT23,0.15,0.11,0.13,2263188,7,226XXXXXXXX,11,4,22631880000,22631889999
Burkina Faso AT24,0.15,0.11,0.13,2263251,7,226XXXXXXXX,11,4,22632510000,22632519999
Burkina Faso AT25,0.15,0.11,0.13,2264023,7,226XXXXXXXX,11,4,22640230000,22640239999
Burkina Faso AT26,0.15,0.11,0.13,2264036,7,226XXXXXXXX,11,4,22640360000,22640369999
Burkina Faso AT27,0.15,0.11,0.13,2265030,7,226XXXXXXXX,11,4,22650300000,22650309999
Burkina Faso AT28,0.15,0.11,0.13,2265043,7,226XXXXXXXX,11,4,22650430000,22650439999
Burkina Faso AT29,0.15,0.11,0.13,2265049,7,226XXXXXXXX,11,4,22650490000,22650499999
Burkina Faso AT30,0.15,0.11,0.13,2265077,7,226XXXXXXXX,11,4,22650770000,22650779999
Burkina Faso AT31,0.15,0.11,0.13,2269437,7,226XXXXXXXX,11,4,22694370000,22694379999
Burundi AT1,0.21,0.15,0.19,2577803,7,257XXXXXXXX,11,4,25778030000,25778039999
Burundi AT2,0.21,0.15,0.19,2577810,7,257XXXXXXXX,11,4,25778100000,25778109999
Burundi AT3,0.21,0.15,0.19,2577812,7,257XXXXXXXX,11,4,25778120000,25778129999
Burundi AT4,0.21,0.15,0.19,2577813,7,257XXXXXXXX,11,4,25778130000,25778139999
Burundi AT5,0.21,0.15,0.19,2577814,7,257XXXXXXXX,11,4,25778140000,25778149999
Burundi AT6,0.21,0.15,0.19,2577815,7,257XXXXXXXX,11,4,25778150000,25778159999
Burundi AT7,0.21,0.15,0.19,2577816,7,257XXXXXXXX,11,4,25778160000,25778169999
Burundi AT8,0.21,0.15,0.19,2577817,7,257XXXXXXXX,11,4,25778170000,25778179999
Burundi AT9,0.21,0.15,0.19,2577822,7,257XXXXXXXX,11,4,25778220000,25778229999
Burundi AT10,0.21,0.15,0.19,2577825,7,257XXXXXXXX,11,4,25778250000,25778259999
Burundi AT11,0.21,0.15,0.19,2577829,7,257XXXXXXXX,11,4,25778290000,25778299999
Burundi AT12,0.21,0.15,0.19,2577830,7,257XXXXXXXX,11,4,25778300000,25778309999
Burundi AT13,0.21,0.15,0.19,2577833,7,257XXXXXXXX,11,4,25778330000,25778339999
Burundi AT14,0.21,0.15,0.19,2577836,7,257XXXXXXXX,11,4,25778360000,25778369999
Burundi AT15,0.21,0.15,0.19,2577837,7,257XXXXXXXX,11,4,25778370000,25778379999
Burundi AT16,0.21,0.15,0.19,2577838,7,257XXXXXXXX,11,4,25778380000,25778389999
Burundi AT17,0.21,0.15,0.19,2577840,7,257XXXXXXXX,11,4,25778400000,25778409999
Burundi AT18,0.21,0.15,0.19,2577841,7,257XXXXXXXX,11,4,25778410000,25778419999
Burundi AT19,0.21,0.15,0.19,2577842,7,257XXXXXXXX,11,4,25778420000,25778429999
Burundi AT20,0.21,0.15,0.19,2577844,7,257XXXXXXXX,11,4,25778440000,25778449999
Burundi AT21,0.21,0.15,0.19,2577845,7,257XXXXXXXX,11,4,25778450000,25778459999
Burundi AT22,0.21,0.15,0.19,2577846,7,257XXXXXXXX,11,4,25778460000,25778469999
Burundi AT23,0.21,0.15,0.19,2577847,7,257XXXXXXXX,11,4,25778470000,25778479999
Burundi AT24,0.21,0.15,0.19,2577848,7,257XXXXXXXX,11,4,25778480000,25778489999
Burundi AT25,0.21,0.15,0.19,2577849,7,257XXXXXXXX,11,4,25778490000,25778499999
Burundi AT26,0.21,0.15,0.19,2577853,7,257XXXXXXXX,11,4,25778530000,25778539999
Burundi AT27,0.21,0.15,0.19,2577857,7,257XXXXXXXX,11,4,25778570000,25778579999
Burundi AT28,0.21,0.15,0.19,2577863,7,257XXXXXXXX,11,4,25778630000,25778639999
Burundi AT29,0.21,0.15,0.19,2577866,7,257XXXXXXXX,11,4,25778660000,25778669999
Burundi AT30,0.21,0.15,0.19,2577867,7,257XXXXXXXX,11,4,25778670000,25778679999
Burundi AT31,0.21,0.15,0.19,2577868,7,257XXXXXXXX,11,4,25778680000,25778689999
Burundi AT32,0.21,0.15,0.19,2577869,7,257XXXXXXXX,11,4,25778690000,25778699999
Burundi AT33,0.21,0.15,0.19,2577870,7,257XXXXXXXX,11,4,25778700000,25778709999
Burundi AT34,0.21,0.15,0.19,2577873,7,257XXXXXXXX,11,4,25778730000,25778739999
Burundi AT35,0.21,0.15,0.19,2577874,7,257XXXXXXXX,11,4,25778740000,25778749999
Burundi AT36,0.21,0.15,0.19,2577876,7,257XXXXXXXX,11,4,25778760000,25778769999
Burundi AT37,0.21,0.15,0.19,2577877,7,257XXXXXXXX,11,4,25778770000,25778779999
Burundi AT38,0.21,0.15,0.19,2577879,7,257XXXXXXXX,11,4,25778790000,25778799999
Burundi AT39,0.21,0.15,0.19,2577880,7,257XXXXXXXX,11,4,25778800000,25778809999
Burundi AT40,0.21,0.15,0.19,2577888,7,257XXXXXXXX,11,4,25778880000,25778889999
Burundi AT41,0.21,0.15,0.19,2577893,7,257XXXXXXXX,11,4,25778930000,25778939999
Burundi AT42,0.21,0.15,0.19,2577898,7,257XXXXXXXX,11,4,25778980000,25778989999
Burundi AT309,0.21,0.15,0.19,257743,6,257XXXXXXXX,11,5,25774300000,25774399999
Burundi AT310,0.21,0.15,0.19,2570034,7,257XXXXXXXX,11,4,25700340000,25700349999
Burundi AT311,0.21,0.15,0.19,2570133,7,257XXXXXXXX,11,4,25701330000,25701339999
Burundi AT312,0.21,0.15,0.19,2570136,7,257XXXXXXXX,11,4,25701360000,25701369999
Burundi AT313,0.21,0.15,0.19,2570170,7,257XXXXXXXX,11,4,25701700000,25701709999
Burundi AT314,0.21,0.15,0.19,2570270,7,257XXXXXXXX,11,4,25702700000,25702709999
Burundi AT315,0.21,0.15,0.19,2570281,7,257XXXXXXXX,11,4,25702810000,25702819999
Burundi AT316,0.21,0.15,0.19,2570297,7,257XXXXXXXX,11,4,25702970000,25702979999
Burundi AT317,0.21,0.15,0.19,2570374,7,257XXXXXXXX,11,4,25703740000,25703749999
Burundi AT318,0.21,0.15,0.19,2570444,7,257XXXXXXXX,11,4,25704440000,25704449999
Burundi AT319,0.21,0.15,0.19,2570526,7,257XXXXXXXX,11,4,25705260000,25705269999
Burundi AT320,0.21,0.15,0.19,2570646,7,257XXXXXXXX,11,4,25706460000,25706469999
Burundi AT321,0.21,0.15,0.19,2571048,7,257XXXXXXXX,11,4,25710480000,25710489999
Burundi AT322,0.21,0.15,0.19,2571053,7,257XXXXXXXX,11,4,25710530000,25710539999
Burundi AT325,0.21,0.15,0.19,2571402,7,257XXXXXXXX,11,4,25714020000,25714029999
Burundi AT326,0.21,0.15,0.19,2571462,7,257XXXXXXXX,11,4,25714620000,25714629999
Burundi AT336,0.21,0.15,0.19,2571945,7,257XXXXXXXX,11,4,25719450000,25719459999
Burundi AT337,0.21,0.15,0.19,2572020,7,257XXXXXXXX,11,4,25720200000,25720209999
Burundi AT338,0.21,0.15,0.19,2572087,7,257XXXXXXXX,11,4,25720870000,25720879999
Burundi AT339,0.21,0.15,0.19,2572134,7,257XXXXXXXX,11,4,25721340000,25721349999
Burundi AT340,0.21,0.15,0.19,2572150,7,257XXXXXXXX,11,4,25721500000,25721509999
Burundi AT341,0.21,0.15,0.19,2572189,7,257XXXXXXXX,11,4,25721890000,25721899999
Burundi AT342,0.21,0.15,0.19,2572307,7,257XXXXXXXX,11,4,25723070000,25723079999
Burundi AT343,0.21,0.15,0.19,2572401,7,257XXXXXXXX,11,4,25724010000,25724019999
Burundi AT344,0.21,0.15,0.19,2572462,7,257XXXXXXXX,11,4,25724620000,25724629999
Burundi AT345,0.21,0.15,0.19,2572544,7,257XXXXXXXX,11,4,25725440000,25725449999
Burundi AT346,0.21,0.15,0.19,2572680,7,257XXXXXXXX,11,4,25726800000,25726809999
Burundi AT347,0.21,0.15,0.19,2572685,7,257XXXXXXXX,11,4,25726850000,25726859999
Burundi AT348,0.21,0.15,0.19,2572732,7,257XXXXXXXX,11,4,25727320000,25727329999
Burundi AT349,0.21,0.15,0.19,2572807,7,257XXXXXXXX,11,4,25728070000,25728079999
Burundi AT350,0.21,0.15,0.19,2572907,7,257XXXXXXXX,11,4,25729070000,25729079999
Burundi AT351,0.21,0.15,0.19,2572915,7,257XXXXXXXX,11,4,25729150000,25729159999
Burundi AT352,0.21,0.15,0.19,2572922,7,257XXXXXXXX,11,4,25729220000,25729229999
Burundi AT353,0.21,0.15,0.19,2572925,7,257XXXXXXXX,11,4,25729250000,25729259999
Burundi AT354,0.21,0.15,0.19,2572941,7,257XXXXXXXX,11,4,25729410000,25729419999
Burundi AT355,0.21,0.15,0.19,2572949,7,257XXXXXXXX,11,4,25729490000,25729499999
Burundi AT356,0.21,0.15,0.19,2572952,7,257XXXXXXXX,11,4,25729520000,25729529999
Burundi AT357,0.21,0.15,0.19,2572960,7,257XXXXXXXX,11,4,25729600000,25729609999
Burundi AT358,0.21,0.15,0.19,2572961,7,257XXXXXXXX,11,4,25729610000,25729619999
Burundi AT359,0.21,0.15,0.19,2572968,7,257XXXXXXXX,11,4,25729680000,25729689999
Burundi AT360,0.21,0.15,0.19,2572984,7,257XXXXXXXX,11,4,25729840000,25729849999
Burundi AT361,0.21,0.15,0.19,2572988,7,257XXXXXXXX,11,4,25729880000,25729889999
Burundi AT362,0.21,0.15,0.19,2572997,7,257XXXXXXXX,11,4,25729970000,25729979999
Burundi AT363,0.21,0.15,0.19,2573046,7,257XXXXXXXX,11,4,25730460000,25730469999
Burundi AT364,0.21,0.15,0.19,2573233,7,257XXXXXXXX,11,4,25732330000,25732339999
Burundi AT365,0.21,0.15,0.19,2573280,7,257XXXXXXXX,11,4,25732800000,25732809999
Burundi AT366,0.21,0.15,0.19,2573755,7,257XXXXXXXX,11,4,25737550000,25737559999
Burundi AT367,0.21,0.15,0.19,2574556,7,257XXXXXXXX,11,4,25745560000,25745569999
Burundi AT368,0.21,0.15,0.19,2574771,7,257XXXXXXXX,11,4,25747710000,25747719999
Burundi AT369,0.21,0.15,0.19,2575275,7,257XXXXXXXX,11,4,25752750000,25752759999
Burundi AT370,0.21,0.15,0.19,2575338,7,257XXXXXXXX,11,4,25753380000,25753389999
Burundi AT371,0.21,0.15,0.19,2575487,7,257XXXXXXXX,11,4,25754870000,25754879999
Burundi AT372,0.21,0.15,0.19,2575557,7,257XXXXXXXX,11,4,25755570000,25755579999
Burundi AT373,0.21,0.15,0.19,2575813,7,257XXXXXXXX,11,4,25758130000,25758139999
Burundi AT374,0.21,0.15,0.19,2576077,7,257XXXXXXXX,11,4,25760770000,25760779999
Burundi AT375,0.21,0.15,0.19,2576218,7,257XXXXXXXX,11,4,25762180000,25762189999
Burundi AT376,0.21,0.15,0.19,2576505,7,257XXXXXXXX,11,4,25765050000,25765059999
Burundi AT377,0.21,0.15,0.19,2576733,7,257XXXXXXXX,11,4,25767330000,25767339999
Burundi AT378,0.21,0.15,0.19,2577002,7,257XXXXXXXX,11,4,25770020000,25770029999
Burundi AT379,0.21,0.15,0.19,2577005,7,257XXXXXXXX,11,4,25770050000,25770059999
Burundi AT380,0.21,0.15,0.19,2577009,7,257XXXXXXXX,11,4,25770090000,25770099999
Burundi AT381,0.21,0.15,0.19,2577333,7,257XXXXXXXX,11,4,25773330000,25773339999
Burundi AT382,0.21,0.15,0.19,2577336,7,257XXXXXXXX,11,4,25773360000,25773369999
Burundi AT383,0.21,0.15,0.19,2577361,7,257XXXXXXXX,11,4,25773610000,25773619999
Burundi AT384,0.21,0.15,0.19,2577368,7,257XXXXXXXX,11,4,25773680000,25773689999
Burundi AT385,0.21,0.15,0.19,2577392,7,257XXXXXXXX,11,4,25773920000,25773929999
Burundi AT386,0.21,0.15,0.19,2577400,7,257XXXXXXXX,11,4,25774000000,25774009999
Burundi AT387,0.21,0.15,0.19,2577401,7,257XXXXXXXX,11,4,25774010000,25774019999
Burundi AT388,0.21,0.15,0.19,2577404,7,257XXXXXXXX,11,4,25774040000,25774049999
Burundi AT389,0.21,0.15,0.19,2577406,7,257XXXXXXXX,11,4,25774060000,25774069999
Burundi AT390,0.21,0.15,0.19,2577407,7,257XXXXXXXX,11,4,25774070000,25774079999
Burundi AT391,0.21,0.15,0.19,2577408,7,257XXXXXXXX,11,4,25774080000,25774089999
Burundi AT392,0.21,0.15,0.19,2577410,7,257XXXXXXXX,11,4,25774100000,25774109999
Burundi AT393,0.21,0.15,0.19,2577411,7,257XXXXXXXX,11,4,25774110000,25774119999
Burundi AT394,0.21,0.15,0.19,2577417,7,257XXXXXXXX,11,4,25774170000,25774179999
Burundi AT395,0.21,0.15,0.19,2577428,7,257XXXXXXXX,11,4,25774280000,25774289999
Burundi AT396,0.21,0.15,0.19,2577432,7,257XXXXXXXX,11,4,25774320000,25774329999
Burundi AT397,0.21,0.15,0.19,2577443,7,257XXXXXXXX,11,4,25774430000,25774439999
Burundi AT398,0.21,0.15,0.19,2577447,7,257XXXXXXXX,11,4,25774470000,25774479999
Burundi AT399,0.21,0.15,0.19,2577448,7,257XXXXXXXX,11,4,25774480000,25774489999
Burundi AT400,0.21,0.15,0.19,2577449,7,257XXXXXXXX,11,4,25774490000,25774499999
Burundi AT401,0.21,0.15,0.19,2577454,7,257XXXXXXXX,11,4,25774540000,25774549999
Burundi AT402,0.21,0.15,0.19,2577465,7,257XXXXXXXX,11,4,25774650000,25774659999
Burundi AT403,0.21,0.15,0.19,2577476,7,257XXXXXXXX,11,4,25774760000,25774769999
Burundi AT404,0.21,0.15,0.19,2577494,7,257XXXXXXXX,11,4,25774940000,25774949999
Burundi AT405,0.21,0.15,0.19,2577497,7,257XXXXXXXX,11,4,25774970000,25774979999
Burundi AT406,0.21,0.15,0.19,2578195,7,257XXXXXXXX,11,4,25781950000,25781959999
Burundi AT407,0.21,0.15,0.19,2578284,7,257XXXXXXXX,11,4,25782840000,25782849999
Burundi AT408,0.21,0.15,0.19,2578301,7,257XXXXXXXX,11,4,25783010000,25783019999
Burundi AT409,0.21,0.15,0.19,2578471,7,257XXXXXXXX,11,4,25784710000,25784719999
Burundi AT410,0.21,0.15,0.19,2578500,7,257XXXXXXXX,11,4,25785000000,25785009999
Burundi AT411,0.21,0.15,0.19,2578782,7,257XXXXXXXX,11,4,25787820000,25787829999
Burundi AT412,0.21,0.15,0.19,2578937,7,257XXXXXXXX,11,4,25789370000,25789379999
Burundi AT413,0.21,0.15,0.19,2578971,7,257XXXXXXXX,11,4,25789710000,25789719999
Burundi AT414,0.21,0.15,0.19,2578977,7,257XXXXXXXX,11,4,25789770000,25789779999
Burundi AT415,0.21,0.15,0.19,2578981,7,257XXXXXXXX,11,4,25789810000,25789819999
Burundi AT416,0.21,0.15,0.19,2579073,7,257XXXXXXXX,11,4,25790730000,25790739999
Burundi AT417,0.21,0.15,0.19,2579252,7,257XXXXXXXX,11,4,25792520000,25792529999
Burundi AT418,0.21,0.15,0.19,2579386,7,257XXXXXXXX,11,4,25793860000,25793869999
Burundi AT419,0.21,0.15,0.19,2579612,7,257XXXXXXXX,11,4,25796120000,25796129999
Burundi AT420,0.21,0.15,0.19,2579678,7,257XXXXXXXX,11,4,25796780000,25796789999
Burundi AT421,0.21,0.15,0.19,2579777,7,257XXXXXXXX,11,4,25797770000,25797779999
Burundi AT422,0.21,0.15,0.19,2579779,7,257XXXXXXXX,11,4,25797790000,25797799999
Burundi AT423,0.21,0.15,0.19,2579811,7,257XXXXXXXX,11,4,25798110000,25798119999
Burundi AT424,0.21,0.15,0.19,2579977,7,257XXXXXXXX,11,4,25799770000,25799779999
Burundi AT516,0.21,0.15,0.19,2573105,7,257XXXXXXXX,11,4,25731050000,25731059999
Burundi AT517,0.21,0.15,0.19,2573109,7,257XXXXXXXX,11,4,25731090000,25731099999
Burundi AT518,0.21,0.15,0.19,2573119,7,257XXXXXXXX,11,4,25731190000,25731199999
Cameroon AT10,0.12,0.09,0.1,2379332,7,237XXXXXXXXX,12,5,237933200000,237933299999
Cameroon AT11,0.12,0.09,0.1,2379639,7,237XXXXXXXXX,12,5,237963900000,237963999999
Cameroon AT12,0.12,0.09,0.1,2379910,7,237XXXXXXXXX,12,5,237991000000,237991099999
Cameroon AT13,0.12,0.09,0.1,23722046,8,237XXXXXXXXX,12,4,237220460000,237220469999
Cameroon AT16,0.12,0.09,0.1,23722945,8,237XXXXXXXXX,12,4,237229450000,237229459999
Cameroon AT17,0.12,0.09,0.1,23733324,8,237XXXXXXXXX,12,4,237333240000,237333249999
Cameroon AT18,0.12,0.09,0.1,23756415,8,237XXXXXXXXX,12,4,237564150000,237564159999
Cameroon AT21,0.12,0.09,0.1,23791947,8,237XXXXXXXXX,12,4,237919470000,237919479999
Cameroon AT22,0.12,0.09,0.1,23794023,8,237XXXXXXXXX,12,4,237940230000,237940239999
Cameroon AT23,0.12,0.09,0.1,23794064,8,237XXXXXXXXX,12,4,237940640000,237940649999
Cameroon AT24,0.12,0.09,0.1,23796391,8,237XXXXXXXXX,12,4,237963910000,237963919999
Cameroon AT25,0.12,0.09,0.1,23796394,8,237XXXXXXXXX,12,4,237963940000,237963949999
Cameroon AT26,0.12,0.09,0.1,23796395,8,237XXXXXXXXX,12,4,237963950000,237963959999
Cameroon AT27,0.12,0.09,0.1,23796492,8,237XXXXXXXXX,12,4,237964920000,237964929999
Cameroon AT28,0.12,0.09,0.1,23796498,8,237XXXXXXXXX,12,4,237964980000,237964989999
Cameroon AT29,0.12,0.09,0.1,23799001,8,237XXXXXXXXX,12,4,237990010000,237990019999
Cameroon AT30,0.12,0.09,0.1,23799405,8,237XXXXXXXXX,12,4,237994050000,237994059999
Cameroon AT31,0.12,0.09,0.1,23799744,8,237XXXXXXXXX,12,4,237997440000,237997449999
Cameroon AT38,0.12,0.09,0.1,2377674,7,237XXXXXXXXX,12,5,237767400000,237767499999
Cameroon AT39,0.12,0.09,0.1,2377758,7,237XXXXXXXXX,12,5,237775800000,237775899999
Cameroon AT40,0.12,0.09,0.1,23751230,8,237XXXXXXXXX,12,4,237512300000,237512309999
Cameroon AT41,0.12,0.09,0.1,23751828,8,237XXXXXXXXX,12,4,237518280000,237518289999
Cameroon AT67,0.12,0.09,0.1,23771674,8,237XXXXXXXXX,12,4,237716740000,237716749999
Cameroon AT68,0.12,0.09,0.1,23775091,8,237XXXXXXXXX,12,4,237750910000,237750919999
Cameroon AT69,0.12,0.09,0.1,23775098,8,237XXXXXXXXX,12,4,237750980000,237750989999
Cameroon AT70,0.12,0.09,0.1,23776741,8,237XXXXXXXXX,12,4,237767410000,237767419999
Cameroon AT71,0.12,0.09,0.1,23776742,8,237XXXXXXXXX,12,4,237767420000,237767429999
Cameroon AT72,0.12,0.09,0.1,23777580,8,237XXXXXXXXX,12,4,237775800000,237775809999
Cameroon AT73,0.12,0.09,0.1,23777582,8,237XXXXXXXXX,12,4,237775820000,237775829999
Cameroon AT74,0.12,0.09,0.1,23777585,8,237XXXXXXXXX,12,4,237775850000,237775859999
CAR AT5,0.18,0.13,0.16,23636,5,236XXXXXXXX,11,6,23636000000,23636999999
CAR AT15,0.18,0.13,0.16,2363600,7,236XXXXXXXX,11,4,23636000000,23636009999
CAR AT17,0.18,0.13,0.16,2365897,7,236XXXXXXXX,11,4,23658970000,23658979999
Chad AT102,0.19,0.14,0.17,2351025,7,235XXXXXXXX,11,4,23510250000,23510259999
Chad AT103,0.19,0.14,0.17,2351500,7,235XXXXXXXX,11,4,23515000000,23515009999
Chad AT133,0.19,0.14,0.17,2353167,7,235XXXXXXXX,11,4,23531670000,23531679999
Chad AT134,0.19,0.14,0.17,2353373,7,235XXXXXXXX,11,4,23533730000,23533739999
Chad AT135,0.19,0.14,0.17,2353517,7,235XXXXXXXX,11,4,23535170000,23535179999
Chad AT136,0.19,0.14,0.17,2353526,7,235XXXXXXXX,11,4,23535260000,23535269999
Chad AT137,0.19,0.14,0.17,2353673,7,235XXXXXXXX,11,4,23536730000,23536739999
Chad AT138,0.19,0.14,0.17,2353708,7,235XXXXXXXX,11,4,23537080000,23537089999
Chad AT139,0.19,0.14,0.17,2353846,7,235XXXXXXXX,11,4,23538460000,23538469999
Chad AT140,0.19,0.14,0.17,2355093,7,235XXXXXXXX,11,4,23550930000,23550939999
Chad AT141,0.19,0.14,0.17,2355776,7,235XXXXXXXX,11,4,23557760000,23557769999
Chad AT142,0.19,0.14,0.17,2355826,7,235XXXXXXXX,11,4,23558260000,23558269999
Chile AT1,0.2,0.15,0.18,5694609,7,569XXXXXXXX,11,4,56946090000,56946099999
Chile AT5,0.2,0.15,0.18,5699605,7,569XXXXXXXX,11,4,56996050000,56996059999
Chile AT40,0.2,0.15,0.18,5611,4,561XXX,6,2,561100,561199
Chile AT41,0.2,0.15,0.18,561570,6,561XXX,6,0,561570,561570
Chile AT42,0.2,0.15,0.18,5611144,7,561XXX,6,-1,#VALUE!,#VALUE!
Chile AT43,0.2,0.15,0.18,5611146,7,561XXX,6,-1,#VALUE!,#VALUE!
Chile AT44,0.2,0.15,0.18,5611670,7,561XXX,6,-1,#VALUE!,#VALUE!
Chile AT45,0.2,0.15,0.18,5611906,7,561XXX,6,-1,#VALUE!,#VALUE!
Chile AT46,0.2,0.15,0.18,5615002,7,561XXX,6,-1,#VALUE!,#VALUE!
Chile AT47,0.2,0.15,0.18,5615060,7,561XXX,6,-1,#VALUE!,#VALUE!
Chile AT48,0.2,0.15,0.18,5615069,7,561XXX,6,-1,#VALUE!,#VALUE!
Comoros AT103,0.15,0.11,0.13,269900,6,269XXXXXXX,10,4,2699000000,2699009999
Comoros AT104,0.15,0.11,0.13,269904,6,269XXXXXXX,10,4,2699040000,2699049999
Comoros AT105,0.15,0.11,0.13,269910,6,269XXXXXXX,10,4,2699100000,2699109999
Comoros AT106,0.15,0.11,0.13,26904,5,269XXXXXXX,10,5,2690400000,2690499999
Comoros AT107,0.15,0.11,0.13,26962,5,269XXXXXXX,10,5,2696200000,2696299999
Comoros AT108,0.15,0.11,0.13,269048,6,269XXXXXXX,10,4,2690480000,2690489999
Comoros AT109,0.15,0.11,0.13,269051,6,269XXXXXXX,10,4,2690510000,2690519999
Comoros AT110,0.15,0.11,0.13,269299,6,269XXXXXXX,10,4,2692990000,2692999999
Comoros AT111,0.15,0.11,0.13,269626,6,269XXXXXXX,10,4,2696260000,2696269999
Comoros AT112,0.15,0.11,0.13,269632,6,269XXXXXXX,10,4,2696320000,2696329999
Comoros AT113,0.15,0.11,0.13,269639,6,269XXXXXXX,10,4,2696390000,2696399999
Comoros AT114,0.15,0.11,0.13,269647,6,269XXXXXXX,10,4,2696470000,2696479999
Comoros AT115,0.15,0.11,0.13,269655,6,269XXXXXXX,10,4,2696550000,2696559999
Comoros AT116,0.15,0.11,0.13,269717,6,269XXXXXXX,10,4,2697170000,2697179999
Comoros AT117,0.15,0.11,0.13,269719,6,269XXXXXXX,10,4,2697190000,2697199999
Comoros AT118,0.15,0.11,0.13,269732,6,269XXXXXXX,10,4,2697320000,2697329999
Comoros AT119,0.15,0.11,0.13,269737,6,269XXXXXXX,10,4,2697370000,2697379999
Comoros AT132,0.15,0.11,0.13,269911,6,269XXXXXXX,10,4,2699110000,2699119999
Comoros AT133,0.15,0.11,0.13,269912,6,269XXXXXXX,10,4,2699120000,2699129999
Comoros AT134,0.15,0.11,0.13,269931,6,269XXXXXXX,10,4,2699310000,2699319999
Comoros AT135,0.15,0.11,0.13,269975,6,269XXXXXXX,10,4,2699750000,2699759999
Congo AT46,0.18,0.13,0.16,2427335,7,242XXXXXXXXX,12,5,242733500000,242733599999
Congo AT57,0.18,0.13,0.16,24271104,8,242XXXXXXXXX,12,4,242711040000,242711049999
Congo AT58,0.18,0.13,0.16,24271338,8,242XXXXXXXXX,12,4,242713380000,242713389999
Congo AT59,0.18,0.13,0.16,24271384,8,242XXXXXXXXX,12,4,242713840000,242713849999
Congo AT86,0.18,0.13,0.16,24280101,8,242XXXXXXXXX,12,4,242801010000,242801019999
Congo AT87,0.18,0.13,0.16,24280985,8,242XXXXXXXXX,12,4,242809850000,242809859999
Congo AT88,0.18,0.13,0.16,24287731,8,242XXXXXXXXX,12,4,242877310000,242877319999
Cook AT4,0.25,0.18,0.225,6823,4,682XXXXX,8,4,68230000,68239999
Cook AT5,0.25,0.18,0.225,6824,4,682XXXXX,8,4,68240000,68249999
Cook AT6,0.25,0.18,0.225,6825,4,682XXXXX,8,4,68250000,68259999
Cook AT8,0.25,0.18,0.225,6829,4,682XXXXX,8,4,68290000,68299999
Croatia AT4,0.18,0.13,0.16,38507157,8,385XXXXXXXX,11,3,38507157000,38507157999
Croatia AT5,0.18,0.13,0.16,38508846,8,385XXXXXXXX,11,3,38508846000,38508846999
Croatia AT16,0.18,0.13,0.16,38530059,8,385XXXXXXXX,11,3,38530059000,38530059999
Croatia AT24,0.18,0.13,0.16,38541285,8,385XXXXXXXX,11,3,38541285000,38541285999
Croatia AT27,0.18,0.13,0.16,38550375,8,385XXXXXXXX,11,3,38550375000,38550375999
Croatia AT65,0.18,0.13,0.16,38597111,8,385XXXXXXXX,11,3,38597111000,38597111999
Croatia AT66,0.18,0.13,0.16,38597159,8,385XXXXXXXX,11,3,38597159000,38597159999
Croatia AT67,0.18,0.13,0.16,38597197,8,385XXXXXXXX,11,3,38597197000,38597197999
Croatia AT68,0.18,0.13,0.16,38597333,8,385XXXXXXXX,11,3,38597333000,38597333999
Croatia AT69,0.18,0.13,0.16,38597377,8,385XXXXXXXX,11,3,38597377000,38597377999
Croatia AT70,0.18,0.13,0.16,38597406,8,385XXXXXXXX,11,3,38597406000,38597406999
Cuba AT1041,0.3,0.22,0.27,537264,6,537XXXXXXX,10,4,5372640000,5372649999
Cuba AT1042,0.3,0.22,0.27,5372641,7,537XXXXXXX,10,3,5372641000,5372641999
Cuba AT3,0.3,0.22,0.27,53549901,8,535XXXXXXXX,11,3,53549901000,53549901999
Cuba AT4,0.3,0.22,0.27,53549903,8,535XXXXXXXX,11,3,53549903000,53549903999
Cuba AT5,0.3,0.22,0.27,53549904,8,535XXXXXXXX,11,3,53549904000,53549904999
Cuba AT6,0.3,0.22,0.27,53549905,8,535XXXXXXXX,11,3,53549905000,53549905999
Cuba AT7,0.3,0.22,0.27,53549906,8,535XXXXXXXX,11,3,53549906000,53549906999
Cuba AT8,0.3,0.22,0.27,53726400,8,537XXXXXXX,10,2,5372640000,5372640099
